$GNGSA,A,3,21,22,01,31,32,10,03,04,,,,,1.27,0.69,1.06*17
$GNGSA,A,3,71,86,73,72,87,74,85,,,,,,1.27,0.69,1.06*18
$GPGSV,4,1,13,01,51,248,13,03,26,229,16,04,16,283,13,08,01,322,*7C
$GPGSV,4,2,13,10,15,069,20,17,00,223,,21,56,307,23,22,51,144,15*74
$GPGSV,4,3,13,25,09,120,,26,12,038,07,31,67,081,28,32,34,129,22*76
$GPGSV,4,4,13,50,43,321,*49
$GLGSV,3,1,09,70,24,114,07,71,50,173,32,72,29,237,22,73,43,075,29*69
$GLGSV,3,2,09,74,22,022,20,80,27,134,,85,09,346,09,86,37,304,17*60
$GLGSV,3,3,09,87,28,227,19*56
$GNGLL,3402.91780,S,15101.42526,E,064654.00,A,A*6E
$GNRMC,064655.00,A,3402.91782,S,15101.42538,E,0.067,,150222,,,A*7C
$GNVTG,,T,,M,0.067,N,0.124,K,A*3B
$GNGGA,064655.00,3402.91782,S,15101.42538,E,1,12,0.62,141.4,M,18.6,M,,*5F
$GNGSA,A,3,21,22,01,31,32,10,03,04,,,,,1.20,0.62,1.02*1F
$GNGSA,A,3,71,86,73,72,70,87,74,85,,,,,1.20,0.62,1.02*17
$GPGSV,4,1,13,01,51,248,11,03,26,229,14,04,16,283,15,08,01,322,*7A
$GPGSV,4,2,13,10,15,069,21,17,00,223,,21,56,307,23,22,51,144,14*74
$GPGSV,4,3,13,25,09,120,,26,12,038,09,31,67,081,28,32,34,129,22*78
$GPGSV,4,4,13,50,43,321,*49
$GLGSV,3,1,09,70,24,114,09,71,50,173,32,72,29,237,23,73,43,075,30*6E
$GLGSV,3,2,09,74,22,022,20,80,27,134,,85,09,346,13,86,37,304,18*64
$GLGSV,3,3,09,87,28,227,20*5C
$GNGLL,3402.91782,S,15101.42538,E,064655.00,A,A*62
$GNRMC,064656.00,A,3402.91778,S,15101.42545,E,0.254,,150222,,,A*72
$GNVTG,,T,,M,0.254,N,0.470,K,A*3D
$GNGGA,064656.00,3402.91778,S,15101.42545,E,1,12,0.62,140.8,M,18.6,M,,*5E
$GNGSA,A,3,21,22,01,31,32,10,03,04,,,,,1.20,0.62,1.02*1F
$GNGSA,A,3,71,86,73,72,70,87,74,85,,,,,1.20,0.62,1.02*17
$GPGSV,4,1,13,01,51,248,17,03,26,229,15,04,16,283,17,08,01,322,*7F
